	Id	Location	Area	Region	Number_of_Rooms	House_Type	House_Price	isSold	Sold_Date	Distance_from_City_inMiles	Seller	PostalCode	Number_of_Bedrooms	Number_of_Bathrooms	Number_of_CarParkings	Area_of_Land_inMeters	Height_of_Building_inMeters	Year_Built	Lattitude	Longtitude
7713	3231	Location 55	Area 15	Region 4	3	other	740600	Sold	04-06-2016	10.5	Seller 2	48	3	2	2.0	337			-37.7375	145.0586
7714	9065	Location 22	Area 13	Region 1	3	other	1200000	NotSold	03-06-2017	5.2	Seller 46	21	3	1	1.0	473			-37.7535	144.94643
7715	9174	Location 51	Area 13	Region 1	3	other	827000	Sold	03-06-2017	11.2	Seller 10	44	3	1	2.0	676	113.0	1960.0	-37.70328	144.94161
7716	10901	Location 14	Area 7	Region 3	3	other	1739000	Sold	12-08-2017	9.7	Seller 2	13	3	1	2.0	638			-37.79843	145.06728
7717	7512	Location 15	Area 9	Region 3	4	other	1107000	Sold	22-04-2017	13.0	Seller 46	14	4	2	2.0	478			-37.9321	145.0361
7718	8163	Location 77	Area 4	Region 1	3	other	1300000	NotSold	08-04-2017	5.5	Seller 3	64	3	1	0.0	191	108.0	1915.0	-37.7717	144.995
7719	3316	Location 56	Area 15	Region 4	2	other	725000	Sold	27-11-2016	9.4	Seller 134	48	2	1	3.0	632	77.0	1960.0	-37.7443	145.0462
7720	3862	Location 67	Area 6	Region 3	4	townhouse	1240000	NotSold	18-03-2017	11.2	Seller 3	57	4	2	2.0	310	180.0	1990.0	-37.8822	145.0837
7721	2657	Location 47	Area 11	Region 2	3	other	1362000	Sold	03-12-2016	6.4	Seller 32	42	3	2	0.0	497	156.0	1890.0	-37.7958	144.9024
7722	10831	Location 94	Area 2	Region 2	3	duplex	750000	NotSold	08-07-2017	8.2	Seller 2	39	3	2	2.0	288	94.0	1970.0	-37.73415	144.91852
7723	12010	Location 169	Area 28	Region 5	2	duplex	266000	Sold	29-07-2017	38.0	Seller 21	115	2	1	1.0	0		1968.0	-38.13275	145.13099
7724	910	Location 16	Area 9	Region 3	2	duplex	485000	NotSold	22-05-2016	13.9	Seller 21	15	2	2	2.0	0	83.0	2011.0	-37.9292	145.0708
7725	6929	Location 118	Area 13	Region 1	3	other	860000	Sold	22-05-2016	12.4	Seller 2	90	2	1	4.0	1075			-37.7156	144.9708
7726	7337	Location 131	Area 8	Region 3	4	other	1641000	Sold	19-11-2016	14.0	Seller 43	49	4	1	2.0	802			-37.9002	145.099
7727	2396	Location 41	Area 2	Region 2	4	other	1635000	NotSold	15-10-2016	8.0	Seller 2	38	4	1	2.0	638	227.0	1900.0	-37.7523	144.9052
7728	7811	Location 41	Area 2	Region 2	2	duplex	450000	NotSold	20-05-2017	8.0	Seller 10	38	2	1	1.0	0	74.0		-37.7552	144.9211
7729	2526	Location 44	Area 1	Region 1	1	other	947500	Sold	07-11-2016	1.6	Seller 2	40	1	1	0.0	87	66.0	1980.0	-37.8019	144.9821
7730	8932	Location 86	Area 1	Region 1	2	other	1165000	Sold	01-07-2017	2.4	Seller 1	72	2	1	1.0	149			-37.81954	145.00304
7731	1881	Location 33	Area 1	Region 1	2	other	780000	Sold	04-06-2016	3.4	Seller 85	31	2	1	1.0	155	85.0	1880.0	-37.7934	144.9922
7732	3522	Location 61	Area 16	Region 1	2	townhouse	750000	Sold	07-05-2016	4.2	Seller 14	41	2	1	1.0	325	112.0	2002.0	-37.7976	144.9213
7733	11542	Location 127	Area 11	Region 2	4	other	955000	Sold	15-07-2017	6.4	Seller 33	56	4	1	3.0	459			-37.79433	144.88001
7734	10145	Location 19	Area 12	Region 3	4	other	3225000	Sold	27-05-2017	10.5	Seller 1	18	4	3	3.0	803			-37.9146	145.00535
7735	12009	Location 47	Area 11	Region 2	2	other	957000	Sold	29-07-2017	5.1	Seller 33	42	2	1	0.0	148			-37.79462	144.89385
7736	3251	Location 55	Area 15	Region 4	3	other	650000	Sold	16-04-2016	10.5	Seller 27	48	3	1	2.0	582	90.0	1955.0	-37.7422	145.05
7737	8963	Location 98	Area 10	Region 3	3	other	2100000	NotSold	01-07-2017	10.2	Seller 3	59	3	1	9.0	841	124.0	1960.0	-37.83729	145.10929
7738	6802	Location 112	Area 13	Region 1	3	other	1600000	Sold	27-11-2016	4.5	Seller 3	86	3	1	2.0	812	113.0	1920.0	-37.7673	144.9782
7739	1377	Location 21	Area 13	Region 1	3	other	1550000	Sold	28-05-2016	5.2	Seller 2	20	3	1	1.0	346	126.0	1900.0	-37.7738	144.9695
7740	11889	Location 303	Area 32	Region 6	3	duplex	537000	Sold	29-07-2017	39.0	Seller 234	192	3	1	1.0	460			-38.04668	145.36939
7741	2938	Location 49	Area 13	Region 1	2	townhouse	488500	Sold	27-06-2016	13.0	Seller 52	44	2	2	1.0	190	2.0		-37.7072	144.9241
7742	4009	Location 70	Area 3	Region 3	3	other	2350000	Sold	03-12-2016	4.1	Seller 24	3	3	1	2.0	277	132.0	1900.0	-37.8516	144.9624
7743	1173	Location 20	Area 12	Region 3	4	other	1825000	NotSold	04-06-2016	10.7	Seller 21	19	4	3	2.0	594	594.0	1973.0	-37.9029	145.0118
7744	11999	Location 41	Area 2	Region 2	3	townhouse	1002000	Sold	29-07-2017	7.5	Seller 2	38	3	2	2.0	292			-37.74093	144.89279
7745	11596	Location 15	Area 9	Region 3	5	other	1500000	NotSold	22-07-2017	11.4	Seller 19	14	5	2	2.0	591	188.0	1950.0	-37.92211	145.0466
7746	1027	Location 18	Area 11	Region 2	3	other	696000	Sold	18-03-2017	10.8	Seller 81	17	3	1	0.0	557	90.0	1960.0	-37.7899	144.8515
7747	1310	Location 21	Area 13	Region 1	4	other	1350000	Sold	15-10-2016	5.2	Seller 2	20	4	1	1.0	370	151.0	1940.0	-37.7728	144.9639
7748	560	Location 13	Area 7	Region 3	4	other	2900000	NotSold	22-05-2016	9.7	Seller 9	12	4	3	2.0	596			-37.815	145.076
7749	2171	Location 37	Area 14	Region 4	3	other	1250000	NotSold	19-11-2016	13.9	Seller 45	34	3	2	2.0	900	195.0	1970.0	-37.7902	145.1344
7750	6499	Location 105	Area 5	Region 2	1	duplex	310000	NotSold	07-05-2016	8.0	Seller 31	83	1	1	1.0	0	58.0	1968.0	-37.8588	144.8919
7751	8478	Location 103	Area 15	Region 1	3	other	880000	Sold	06-05-2017	14.9	Seller 12	81	3	1	4.0	555			-37.713	145.0894
7752	13233	Location 189	Area 20	Region 4	5	other	1150000	Sold	23-09-2017	17.2	Seller 45	128	5	2	2.0	588		1970.0	-37.81153	145.1855
7753	7383	Location 135	Area 5	Region 2	3	other	845000	NotSold	17-09-2016	9.1	Seller 19	62	3	2	2.0	738			-37.834	144.8757
7754	9173	Location 51	Area 13	Region 1	3	other	731000	Sold	03-06-2017	11.2	Seller 2	44	3	1	2.0	608			-37.70527	144.95084
7755	6610	Location 108	Area 15	Region 1	3	other	753000	Sold	11-02-2017	15.0	Seller 12	84	3	2	1.0	536	154.0	1975.0	-37.7233	145.1045
7756	6864	Location 116	Area 16	Region 1	1	duplex	630000	NotSold	25-02-2017	1.5	Seller 124	89	1	1	1.0	0			-37.8168	144.9787
7757	9850	Location 156	Area 19	Region 1	3	other	425000	Sold	24-06-2017	20.6	Seller 43	103	3	2	2.0	263	165.0	2008.0	-37.57307	144.92513
7758	443	Location 11	Area 2	Region 2	4	other	806000	Sold	04-03-2017	10.5	Seller 55	10	4	2	1.0	350		2008.0	-37.7676	144.859
7759	13268	Location 84	Area 20	Region 1	3	other	1150000	NotSold	23-09-2017	8.4	Seller 59	70	3	1	2.0	830			-37.74103	145.02289
7760	84	Location 3	Area 3	Region 3	2	other	1550000	Sold	07-05-2016	3.3	Seller 23	3	2	1	1.0	167			-37.8405	144.9521
7761	6774	Location 112	Area 13	Region 1	2	duplex	435000	Sold	08-10-2016	4.5	Seller 3	86	2	1	1.0	197	55.0	2012.0	-37.7717	144.9719
7762	5129	Location 85	Area 4	Region 1	3	other	655000	NotSold	14-05-2016	11.2	Seller 29	71	2	1	1.0	644			-37.713	145.0137
7763	5865	Location 93	Area 3	Region 3	2	duplex	470000	NotSold	26-07-2016	6.1	Seller 33	76	2	1	1.0	0			-37.8562	144.9844
7764	12583	Location 82	Area 20	Region 3	3	other	1000000	Sold	09-09-2017	3.5	Seller 24	68	3	1	0.0	99	96.0	1890.0	-37.83509	144.94286
7765	11284	Location 224	Area 10	Region 4	3	other	1350000	NotSold	15-07-2017	13.4	Seller 41	151	3	2	1.0	601			-37.81224	145.15594
7766	13355	Location 16	Area 20	Region 3	4	townhouse	1130000	Sold	26-08-2017	13.8	Seller 21	15	4	2	2.0	270	183.0	2012.0	-37.90866	145.07533
7767	12045	Location 58	Area 15	Region 4	4	other	2250000	NotSold	29-07-2017	7.8	Seller 2	50	4	2	2.0	1011			-37.76231	145.05138
7768	4360	Location 76	Area 16	Region 1	2	duplex	450000	NotSold	12-11-2016	2.3	Seller 154	63	2	1	1.0	1588	71.0	1970.0	-37.7988	144.9478
7769	2812	Location 48	Area 7	Region 3	5	other	2825000	NotSold	17-09-2016	9.2	Seller 3	43	5	4	4.0	802	206.0	2013.0	-37.8627	145.0719
7770	10950	Location 25	Area 7	Region 3	3	other	1650000	NotSold	12-08-2017	7.7	Seller 9	24	3	2	2.0	456			-37.84349	145.07367
7771	13446	Location 282	Area 20	Region 5	4	other	625000	Sold	26-08-2017	33.3	Seller 267	181	4	1	2.0	640	136.0	1960.0	-38.02981	145.24826
7772	7716	Location 30	Area 9	Region 3	1	duplex	305000	NotSold	08-04-2017	8.1	Seller 44	29	1	1	1.0	750	43.0	1965.0	-37.8678	145.0197
7773	5899	Location 94	Area 2	Region 2	3	other	1150000	NotSold	15-10-2016	9.7	Seller 2	39	3	2	3.0	696	164.0	1950.0	-37.7261	144.9171
7774	10648	Location 163	Area 14	Region 4	3	other	1530000	NotSold	08-07-2017	14.3	Seller 12	109	3	2	2.0	798	160.0	1978.0	-37.77655	145.15387
7775	5224	Location 85	Area 4	Region 1	3	other	793000	Sold	26-07-2016	11.2	Seller 12	71	3	1	2.0	589	128.0	1950.0	-37.7195	144.9982
7776	1974	Location 34	Area 13	Region 1	3	other	885000	Sold	18-06-2016	7.8	Seller 2	32	3	1	2.0	255		1920.0	-37.7493	144.9701
7777	2833	Location 48	Area 7	Region 3	4	other	3010000	Sold	24-09-2016	9.2	Seller 7	43	3	3	2.0	677		1910.0	-37.8476	145.0554
7778	4663	Location 81	Area 13	Region 1	2	other	810000	Sold	22-05-2016	9.9	Seller 10	67	2	1	1.0	783	94.0	1950.0	-37.7196	144.9485
7779	1209	Location 20	Area 12	Region 3	5	other	2550000	NotSold	15-10-2016	10.7	Seller 22	19	5	3	2.0	551	346.0	2016.0	-37.9176	145.009
7780	6523	Location 105	Area 5	Region 2	3	townhouse	935000	NotSold	16-04-2016	8.0	Seller 31	83	3	2	1.0	233	194.0	2002.0	-37.8573	144.8911
7781	7691	Location 26	Area 7	Region 3	4	other	2510000	NotSold	13-05-2017	9.0	Seller 7	25	4	3	2.0	789			-37.8214	145.0843
7782	2887	Location 49	Area 13	Region 1	3	townhouse	370000	NotSold	08-10-2016	13.0	Seller 48	44	3	2	1.0	259		2003.0	-37.6977	144.9149
7783	2024	Location 34	Area 13	Region 1	2	other	810000	Sold	28-05-2016	7.8	Seller 2	32	2	1	1.0	370			-37.7489	144.9598
7784	10664	Location 41	Area 2	Region 2	3	other	1398000	NotSold	08-07-2017	7.5	Seller 12	38	3	2	1.0	445	182.0	1960.0	-37.75621	144.93401
7785	12214	Location 128	Area 20	Region 2	5	other	905000	Sold	03-09-2017	10.5	Seller 19	77	5	2	3.0	732		1925.0	-37.78345	144.82295
7786	6035	Location 96	Area 18	Region 2	3	other	635800	NotSold	16-04-2016	13.3	Seller 80	77	3	1	1.0	602			-37.7696	144.84
7787	11198	Location 90	Area 6	Region 3	1	duplex	410000	NotSold	12-08-2017	2.7	Seller 3	74	1	1	1.0	0	50.0	1960.0	-37.8446	145.00018
7788	7066	Location 121	Area 15	Region 4	3	other	2150000	Sold	07-05-2016	9.0	Seller 27	50	3	2	2.0	1232			-37.7767	145.0592
7789	6327	Location 100	Area 4	Region 1	4	other	928500	Sold	26-07-2016	6.5	Seller 12	79	4	2	2.0	538	150.0	1960.0	-37.7595	145.0241
7790	1975	Location 34	Area 13	Region 1	4	other	1160000	NotSold	18-06-2016	7.8	Seller 3	32	4	2	5.0	371		1888.0	-37.7436	144.962
7791	3905	Location 68	Area 11	Region 2	2	duplex	635000	NotSold	03-12-2016	8.7	Seller 2	8	2	2	1.0	0			-37.7865	144.9008
7792	7127	Location 125	Area 9	Region 3	2	duplex	680000	Sold	07-05-2016	12.1	Seller 21	27	2	1	2.0	275	94.0	1975.0	-37.8936	145.0725
7793	9487	Location 229	Area 8	Region 5	3	other	1462000	Sold	17-06-2017	16.7	Seller 69	154	3	1	1.0	816	130.0	1965.0	-37.92027	145.12937
7794	6982	Location 119	Area 7	Region 3	4	townhouse	1738000	Sold	15-10-2016	7.5	Seller 3	91	4	3	2.0	324	241.0	2002.0	-37.8348	145.0503
7795	6039	Location 96	Area 18	Region 2	3	other	680000	NotSold	18-03-2017	13.3	Seller 12	77	3	1	2.0	553	105.0		-37.7706	144.8422
7796	9364	Location 246	Area 10	Region 4	3	duplex	750000	NotSold	03-06-2017	17.2	Seller 41	145	3	2	1.0	302			-37.85732	145.19195
7797	3909	Location 68	Area 11	Region 2	2	townhouse	355000	NotSold	04-06-2016	8.7	Seller 1	8	2	1	1.0	0	88.0	2004.0	-37.7716	144.882
7798	534	Location 13	Area 7	Region 3	3	other	905000	Sold	10-12-2016	9.7	Seller 7	12	3	1	2.0	281	150.0	1995.0	-37.8013	145.0652
7799	9377	Location 127	Area 11	Region 2	3	other	1100000	Sold	03-06-2017	6.4	Seller 1	56	3	2	3.0	380	106.4	1945.0	-37.79194	144.87144
7800	6144	Location 98	Area 7	Region 3	2	duplex	805000	Sold	13-08-2016	11.2	Seller 19	59	2	1	2.0	297			-37.8255	145.092
7801	7409	Location 139	Area 5	Region 2	3	other	860000	NotSold	06-08-2016	12.7	Seller 22	5	3	2	2.0	537			-37.8628	144.8468
7802	2726	Location 47	Area 11	Region 2	3	duplex	561000	NotSold	27-06-2016	6.4	Seller 2	42	3	1	1.0	0			-37.7952	144.909
7803	7212	Location 126	Area 9	Region 3	1	duplex	447000	Sold	27-11-2016	11.8	Seller 43	14	1	1	1.0	0			-37.9016	145.0414
7804	11435	Location 188	Area 27	Region 1	4	other	710000	Sold	15-07-2017	17.9	Seller 43	127	4	1	2.0	666	123.0	1985.0	-37.67626	145.0659
7805	4635	Location 81	Area 13	Region 1	3	other	835000	NotSold	12-11-2016	9.9	Seller 2	67	3	1	2.0	422	132.0	1950.0	-37.7337	144.9458
7806	5014	Location 84	Area 4	Region 1	3	other	1186000	NotSold	28-05-2016	8.8	Seller 2	70	2	1	1.0	713	83.0	1960.0	-37.7436	145.0191
7807	13566	Location 246	Area 20	Region 4	4	other	1250000	NotSold	26-08-2017	17.2	Seller 58	145	4	2	2.0	986			-37.84679	145.20051
7808	7157	Location 125	Area 9	Region 3	3	other	1090000	Sold	27-11-2016	12.1	Seller 44	27	3	2	2.0	553	138.0	1960.0	-37.9031	145.0668
7809	5650	Location 90	Area 6	Region 3	2	duplex	1240000	Sold	15-10-2016	3.3	Seller 22	74	2	2	2.0	0			-37.8343	144.9888
7810	6937	Location 118	Area 13	Region 1	3	other	640000	NotSold	25-02-2017	12.4	Seller 81	90	3	1	4.0	533	135.0	1965.0	-37.6985	144.9778
7811	5811	Location 93	Area 3	Region 3	1	duplex	392000	Sold	12-11-2016	6.1	Seller 19	76	1	1	1.0	0	43.0	2002.0	-37.8599	144.9766
7812	1133	Location 19	Area 12	Region 3	3	duplex	835000	NotSold	22-08-2016	11.2	Seller 9	18	3	2	1.0	0			-37.909	145.0005
7813	6977	Location 119	Area 7	Region 3	1	duplex	320000	NotSold	12-11-2016	7.5	Seller 45	91	1	1	1.0	0		1965.0	-37.8303	145.046
7814	1551	Location 24	Area 10	Region 3	3	other	2068000	Sold	27-11-2016	11.7	Seller 21	23	3	1	1.0	1101			-37.8529	145.1222
7815	306	Location 8	Area 2	Region 2	4	other	890000	NotSold	10-12-2016	5.9	Seller 47	8	4	1	1.0	300	185.0	1890.0	-37.7766	144.9143
7816	4506	Location 77	Area 4	Region 1	4	other	3850000	NotSold	30-07-2016	5.5	Seller 3	64	4	4	8.0	1390		1912.0	-37.7767	144.9996
7817	8630	Location 61	Area 16	Region 1	1	duplex	355000	NotSold	08-04-2017	4.2	Seller 57	41	1	1	1.0	2581			-37.7979	144.9265
7818	5458	Location 87	Area 15	Region 4	4	other	890000	NotSold	14-05-2016	11.4	Seller 27	35	4	3	2.0	583	182.0	1970.0	-37.733	145.0694
7819	11175	Location 85	Area 4	Region 1	3	other	510000	Sold	12-08-2017	12.0	Seller 52	71	3	2	2.0	292	119.0	1950.0	-37.71331	144.9871
7820	12080	Location 188	Area 27	Region 1	3	other	650000	NotSold	29-07-2017	17.9	Seller 43	127	3	2	1.0	661	141.0	1990.0	-37.66898	145.07209
7821	8425	Location 97	Area 18	Region 2	3	other	716000	Sold	06-05-2017	13.5	Seller 12	77	3	1	1.0	534	120.0	1975.0	-37.7886	144.821
7822	269	Location 7	Area 6	Region 3	3	other	1285000	Sold	25-02-2017	6.3	Seller 9	7	3	1	2.0	186	80.0	1920.0	-37.8554	145.0173
7823	661	Location 14	Area 7	Region 3	2	other	1389000	Sold	22-05-2016	9.2	Seller 3	13	2	1	4.0	701			-37.7867	145.0718
7824	6111	Location 98	Area 7	Region 3	4	other	2128000	Sold	03-09-2016	11.2	Seller 45	59	4	3	2.0	771	312.0	2000.0	-37.8239	145.0969
7825	9953	Location 237	Area 24	Region 8	3	other	420000	Sold	24-06-2017	29.8	Seller 19	159	3	2	2.0	599			-37.69575	144.57894
7826	887	Location 16	Area 9	Region 3	3	townhouse	1240000	Sold	18-03-2017	13.9	Seller 21	15	3	2	2.0	518			-37.9316	145.0542
7827	13501	Location 191	Area 20	Region 5	4	other	1500000	Sold	26-08-2017	21.5	Seller 21	130	4	3	2.0	557	178.0	1920.0	-38.00341	145.08773
7828	2868	Location 49	Area 13	Region 1	3	townhouse	555000	NotSold	03-12-2016	13.0	Seller 52	44	3	2	2.0	244	3.0		-37.6969	144.9299
7829	9604	Location 61	Area 16	Region 1	2	other	1150000	Sold	17-06-2017	3.4	Seller 42	41	2	1	0.0	147	95.0	1890.0	-37.79067	144.92844
7830	9105	Location 34	Area 13	Region 1	2	other	960000	Sold	03-06-2017	6.7	Seller 46	32	2	1	3.0	398			-37.74966	144.9682
7831	2035	Location 34	Area 13	Region 1	2	duplex	425000	Sold	30-07-2016	7.8	Seller 43	32	2	2	1.0	0			-37.7363	144.9723
7832	9204	Location 61	Area 16	Region 1	3	townhouse	855000	Sold	03-06-2017	3.4	Seller 2	41	3	2	1.0	68			-37.79554	144.91679
7833	12193	Location 217	Area 21	Region 4	4	other	930000	Sold	29-07-2017	14.7	Seller 41	146	4	2	2.0	639			-37.8789	145.24262
7834	3075	Location 52	Area 12	Region 3	4	other	2200000	NotSold	23-04-2016	13.7	Seller 42	46	4	3	4.0	583	305.0	2000.0	-37.9336	144.9999
7835	8241	Location 82	Area 3	Region 3	2	duplex	1030000	Sold	29-04-2017	3.8	Seller 21	68	2	2	2.0	21715	99.0	2005.0	-37.8424	144.9449
7836	10089	Location 249	Area 8	Region 5	4	other	1272000	Sold	24-06-2017	16.7	Seller 3	157	4	2	2.0	733			-37.91293	145.20079
7837	9848	Location 156	Area 19	Region 1	5	other	680000	NotSold	24-06-2017	20.6	Seller 81	103	5	3	2.0	646	199.73		-37.59902	144.92517
7838	1933	Location 34	Area 13	Region 1	3	other	1100000	NotSold	07-05-2016	7.8	Seller 2	32	3	1	1.0	576			-37.7432	144.9474
7839	3338	Location 57	Area 8	Region 3	3	other	1350000	Sold	12-11-2016	13.0	Seller 21	49	3	1	2.0	698			-37.8982	145.0806
7840	5742	Location 91	Area 16	Region 3	2	duplex	800000	NotSold	24-09-2016	1.2	Seller 9	75	2	2	2.0	0	73.0	2014.0	-37.8229	144.9612
7841	10998	Location 166	Area 26	Region 4	3	other	830000	NotSold	12-08-2017	18.0	Seller 132	112	3	2	1.0	817		1970.0	-37.72276	145.15316
7842	6879	Location 117	Area 2	Region 2	3	townhouse	730000	NotSold	18-06-2016	9.8	Seller 2	38	3	2	2.0	0	118.0	2015.0	-37.7532	144.8848
7843	11817	Location 97	Area 18	Region 2	4	other	859000	Sold	22-07-2017	10.5	Seller 19	77	4	2	2.0	699			-37.78945	144.80062
7844	8500	Location 127	Area 11	Region 2	3	other	1040000	Sold	20-05-2017	8.2	Seller 33	56	3	1	1.0	330			-37.7961	144.8815
7845	1948	Location 34	Area 13	Region 1	3	townhouse	640000	Sold	10-12-2016	7.8	Seller 2	32	3	1	2.0	119	109.0	1995.0	-37.7403	144.9491
7846	9854	Location 263	Area 19	Region 1	3	other	408500	Sold	24-06-2017	14.0	Seller 47	92	3	1	2.0	584			-37.67159	144.94522
7847	12855	Location 98	Area 20	Region 3	5	other	2230000	NotSold	16-09-2017	10.2	Seller 46	59	5	2	2.0	754	270.0	1905.0	-37.82807	145.10796
7848	9322	Location 204	Area 27	Region 1	4	other	915000	Sold	03-06-2017	20.5	Seller 18	139	4	3	2.0	624	410.0	2005.0	-37.63485	145.07272
7849	9827	Location 27	Area 1	Region 1	3	other	1717500	Sold	24-06-2017	3.5	Seller 2	26	3	1	0.0	202			-37.78621	144.97512
7850	13422	Location 47	Area 20	Region 2	3	other	750000	NotSold	26-08-2017	5.1	Seller 19	42	3	1	2.0	232			-37.797	144.88173
7851	9941	Location 184	Area 27	Region 1	3	other	705500	Sold	24-06-2017	16.3	Seller 18	124	3	1	4.0	670			-37.67328	145.02918
7852	3939	Location 68	Area 11	Region 2	2	other	335000	Sold	17-09-2016	8.7	Seller 19	8	2	1	1.0	0	99.0		-37.7681	144.8979
7853	10797	Location 85	Area 20	Region 1	3	other	526250	NotSold	08-07-2017	12.0	Seller 12	71	3	1	1.0	308			-37.72828	145.03033
7854	205	Location 6	Area 5	Region 2	3	other	923000	Sold	22-05-2016	11.1	Seller 4	6	3	1	2.0	740			-37.8269	144.8455
7855	7015	Location 119	Area 7	Region 3	6	other	1666000	Sold	24-09-2016	7.5	Seller 41	91	6	2	0.0	350	198.0	1900.0	-37.8219	145.0556
7856	12229	Location 16	Area 20	Region 3	2	other	1575000	Sold	03-09-2017	13.8	Seller 3	15	2	1	5.0	587			-37.91567	145.05357
7857	5436	Location 86	Area 1	Region 1	2	other	870000	NotSold	28-08-2016	2.6	Seller 1	72	2	1	1.0	100			-37.8136	144.9927
7858	2235	Location 39	Area 9	Region 3	2	duplex	626000	Sold	17-09-2016	8.5	Seller 44	36	2	1	1.0	1764	100.0	1930.0	-37.8889	145.0043
7859	5007	Location 84	Area 4	Region 1	4	other	871000	Sold	27-11-2016	8.8	Seller 43	70	4	2	1.0	561	150.0	1950.0	-37.7369	145.0201
7860	13110	Location 16	Area 20	Region 3	4	other	1675000	Sold	23-09-2017	13.8	Seller 3	15	4	2	2.0	400	294.0		-37.91608	145.05715
7861	3369	Location 58	Area 15	Region 4	3	other	1796000	Sold	10-09-2016	7.9	Seller 27	50	3	1	1.0	614			-37.7768	145.0409
7862	8991	Location 222	Area 31	Region 2	3	other	480000	Sold	01-07-2017	27.2	Seller 19	150	3	1	2.0	743	110.0	1990.0	-37.89757	144.63041
7863	790	Location 16	Area 9	Region 3	2	duplex	746000	Sold	03-12-2016	13.9	Seller 19	15	2	1	2.0	281	95.0	2002.0	-37.9255	145.0796
7864	322	Location 8	Area 2	Region 2	6	other	1430000	Sold	16-04-2016	5.9	Seller 2	8	4	2	1.0	461	286.0	1900.0	-37.78	144.9295
7865	13156	Location 264	Area 20	Region 2	3	other	632000	Sold	23-09-2017	14.8	Seller 56	100	3	1	1.0	562	118.0	1960.0	-37.77224	144.77381
7866	9823	Location 25	Area 7	Region 3	2	duplex	555000	Sold	24-06-2017	7.7	Seller 3	24	2	1	1.0	2685			-37.82277	145.0581
7867	4273	Location 74	Area 5	Region 2	3	other	1100000	NotSold	25-02-2017	8.4	Seller 36	62	3	2	1.0	293			-37.8446	144.8859
7868	8674	Location 92	Area 5	Region 2	3	other	1320000	Sold	08-04-2017	7.7	Seller 33	62	3	1	3.0	738			-37.826	144.8769
7869	8332	Location 86	Area 1	Region 1	2	duplex	690000	NotSold	13-05-2017	2.6	Seller 19	72	2	2	1.0	760		2010.0	-37.825	144.9976
7870	8688	Location 101	Area 6	Region 3	3	townhouse	1320000	Sold	29-04-2017	4.6	Seller 44	80	3	2	1.0	3	131.0	1970.0	-37.8474	145.0125
7871	10796	Location 85	Area 4	Region 1	3	other	925000	Sold	08-07-2017	12.0	Seller 43	71	3	1	2.0	676		1940.0	-37.72167	145.01706
7872	12994	Location 52	Area 20	Region 3	5	other	2500000	Sold	19-08-2017	13.8	Seller 19	46	5	4	2.0	627			-37.94109	145.00648
7873	2764	Location 48	Area 7	Region 3	3	other	1700000	Sold	07-05-2016	9.2	Seller 3	43	3	2	2.0	625	188.0	1951.0	-37.8602	145.0925
7874	9808	Location 20	Area 12	Region 3	4	other	2720000	Sold	24-06-2017	10.3	Seller 9	19	4	3	2.0	792			-37.92882	145.01109
7875	9445	Location 19	Area 12	Region 3	3	other	2020000	Sold	17-06-2017	10.5	Seller 75	18	3	2	2.0	369			-37.91728	145.00206
7876	6633	Location 109	Area 11	Region 2	3	other	770000	NotSold	03-12-2016	7.0	Seller 33	85	2	1	1.0	138	82.0	1890.0	-37.82	144.891
7877	1736	Location 28	Area 9	Region 3	4	other	1550000	NotSold	12-11-2016	11.4	Seller 19	27	4	2	2.0	757	133.0	1930.0	-37.8925	145.0541
7878	858	Location 16	Area 9	Region 3	3	other	1560000	Sold	16-04-2016	13.9	Seller 46	15	3	1	2.0	841			-37.9217	145.056
7879	8306	Location 85	Area 4	Region 1	2	duplex	490000	Sold	13-05-2017	11.2	Seller 43	71	2	1	1.0	143	85.0	2009.0	-37.6955	145.0097
7880	4130	Location 72	Area 2	Region 2	3	other	850000	Sold	26-07-2016	6.9	Seller 2	60	3	2	1.0	271	143.0	1915.0	-37.7682	144.9058
7881	10752	Location 188	Area 27	Region 1	4	other	550000	Sold	08-07-2017	17.9	Seller 43	127	4	2	1.0	531	175.0	1970.0	-37.65121	145.05404
7882	6275	Location 100	Area 4	Region 1	2	other	1110000	NotSold	14-05-2016	6.5	Seller 12	79	2	1	0.0	288	105.0	1925.0	-37.7564	144.9971
7883	2965	Location 50	Area 13	Region 2	4	other	800000	Sold	26-07-2016	13.6	Seller 2	45	4	2	2.0	719	251.0	2000.0	-37.7062	144.8978
7884	6731	Location 110	Area 2	Region 2	4	other	1346000	Sold	08-10-2016	9.1	Seller 2	38	2	2	2.0	559	204.0	1995.0	-37.7614	144.8925
7885	452	Location 11	Area 2	Region 2	3	townhouse	880000	Sold	08-10-2016	10.5	Seller 55	10	3	2	2.0	339			-37.7519	144.8534
7886	1522	Location 24	Area 10	Region 3	3	other	1342000	Sold	10-12-2016	11.7	Seller 28	23	3	1	2.0	690			-37.8509	145.117
7887	6483	Location 104	Area 16	Region 1	4	other	2100000	Sold	28-05-2016	1.9	Seller 10	82	4	1	0.0	440			-37.8056	144.9463
7888	13466	Location 62	Area 20	Region 3	4	other	3300000	NotSold	26-08-2017	5.4	Seller 3	53	4	3	2.0	741	281.0	1920.0	-37.81031	145.01955
7889	10079	Location 246	Area 10	Region 4	4	other	1650000	NotSold	24-06-2017	17.2	Seller 41	145	4	2	2.0	1250			-37.84825	145.18764
